cap-diameter,cap-shape,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
7.31,s,y,f,x,y,6.65,18.66,y,f,f,d,a
5.35,x,g,f,a,n,4.97,3.47,g,t,l,d,a
3.71,b,y,f,no_data,k,8.56,7.08,y,t,z,d,w
3.92,x,y,f,a,y,3.95,8.03,w,f,f,d,u
3.53,f,w,f,e,w,5.0,3.58,w,t,e,d,u
3.14,b,r,f,a,y,5.09,5.94,y,f,f,d,a
9.76,x,n,f,a,w,8.81,15.78,w,f,f,d,u
5.38,x,e,f,a,y,7.53,9.62,n,t,z,d,a
4.81,x,n,f,x,n,7.95,7.73,w,t,no_data,g,a
10.86,x,r,t,d,n,5.93,12.77,n,f,f,d,u
5.54,x,n,t,p,g,8.14,19.56,w,f,f,d,a
4.15,x,o,f,p,n,3.75,9.43,e,f,f,d,a
8.85,s,r,t,d,o,2.79,10.96,w,t,f,d,a
3.36,f,w,f,d,w,3.09,5.86,w,f,f,m,a
7.84,x,y,t,p,r,5.8,12.19,y,f,f,d,u
4.99,s,o,f,d,o,3.26,5.76,o,f,f,d,a
11.14,x,r,t,d,n,6.19,15.89,n,f,f,h,a
2.56,b,n,f,no_data,n,6.77,3.15,w,f,f,d,u
8.38,f,b,f,no_data,b,4.66,20.05,w,t,f,d,a
2.77,s,n,f,f,f,5.36,5.62,o,f,f,d,a
8.29,f,w,f,x,w,10.17,11.92,w,f,f,h,u
5.37,x,y,f,p,y,6.85,14.37,y,t,no_data,d,u
3.81,x,l,f,d,r,6.38,7.53,l,f,f,d,u
8.61,x,b,f,d,o,6.45,13.7,w,f,f,d,a
5.93,p,n,f,f,f,4.71,18.87,n,f,f,d,s
1.89,f,y,f,no_data,n,7.09,2.79,y,f,f,g,u
4.53,x,n,f,p,n,5.52,12.86,n,f,f,d,u
10.73,x,n,f,a,w,9.62,31.93,w,f,f,d,u
4.94,x,p,f,no_data,w,3.21,12.38,y,f,f,d,a
3.1,x,e,f,no_data,e,4.25,5.22,e,f,f,d,a
6.72,x,y,f,e,w,5.98,12.65,w,t,g,d,a
13.25,s,w,t,d,p,5.98,21.79,w,f,f,d,a
3.9,x,y,f,no_data,r,8.78,7.23,y,t,z,d,s
2.53,f,r,f,a,y,4.82,6.39,y,f,f,d,u
3.38,x,n,f,s,p,5.39,8.17,w,t,z,d,a
1.3,p,g,f,no_data,g,3.79,1.75,w,f,f,d,u
4.1,x,y,f,a,y,4.2,7.79,w,f,f,d,u
8.88,f,r,f,x,y,6.86,13.38,w,f,f,d,u
14.17,s,n,f,x,n,8.8,26.56,n,f,f,d,w
1.37,x,y,f,f,f,3.13,5.32,y,f,f,d,a
0.82,x,n,f,a,n,4.48,1.07,k,f,f,d,s
11.58,x,n,f,x,n,6.52,22.37,w,f,f,d,a
6.28,f,n,f,d,y,5.48,6.4,n,t,no_data,d,a
2.07,f,l,f,a,w,4.48,2.71,w,f,f,g,u
4.81,x,o,f,a,y,6.0,8.51,o,f,f,g,a
4.51,x,o,f,a,n,4.04,5.51,n,t,z,d,w
7.58,f,y,f,s,y,6.87,15.78,e,f,f,d,a
10.11,o,e,f,f,f,3.8,25.9,n,f,f,d,s
7.46,x,w,f,d,p,3.37,7.22,w,f,f,d,a
2.23,c,y,f,no_data,y,7.15,3.12,y,f,f,g,u
0.97,x,w,f,a,w,2.51,1.45,e,f,f,l,u
14.67,s,g,f,a,w,9.34,26.0,w,f,f,d,a
4.9,x,y,t,p,y,6.43,14.61,y,f,f,d,a
7.86,x,n,t,d,n,6.77,9.62,e,f,f,d,a
4.55,x,n,f,x,n,5.75,5.3,n,t,r,d,w
6.1,x,y,f,f,f,5.61,12.74,y,f,f,d,a
11.67,x,n,f,a,w,9.94,31.0,w,f,f,d,a
1.33,x,y,f,d,w,6.39,2.03,y,f,f,g,a
7.98,s,w,f,d,p,3.53,9.17,w,f,f,g,a
4.5,x,l,f,d,r,6.69,7.78,r,f,f,l,u
1.93,c,y,f,no_data,n,7.51,3.37,y,f,f,g,u
7.49,x,n,f,a,n,8.11,8.38,n,t,z,g,u
10.92,x,r,f,x,n,5.88,25.61,p,f,f,d,a
6.2,x,n,f,x,y,6.03,14.0,y,f,f,d,a
11.11,f,b,f,d,w,2.38,14.08,w,f,f,d,w
5.75,p,w,f,e,n,5.46,12.07,w,t,e,m,a
1.36,f,y,f,no_data,y,5.57,2.32,y,f,f,g,u
5.17,f,k,f,s,g,4.83,10.33,g,f,f,d,u
0.56,x,o,f,d,o,3.89,0.87,y,f,f,g,u
8.39,f,n,f,s,n,9.77,13.2,n,f,f,d,a
7.57,f,o,f,s,y,8.75,12.76,n,f,f,d,a
2.76,o,g,f,f,f,0.0,0.0,f,f,f,d,w
2.53,s,u,f,a,w,4.99,7.72,w,f,f,d,u
6.43,x,y,f,p,y,6.52,12.78,y,t,no_data,d,u
11.37,s,r,t,d,n,5.53,14.41,n,f,f,d,u
5.85,s,y,f,x,y,5.25,15.09,y,f,f,d,a
4.53,x,n,f,a,n,4.79,4.97,o,t,z,d,a
5.33,x,e,f,a,w,7.18,9.95,n,t,z,d,a
7.2,x,y,f,p,y,7.37,14.87,y,t,no_data,d,a
9.12,x,n,t,p,y,8.34,18.7,n,t,p,d,a
6.38,x,n,f,a,k,7.42,7.18,n,t,z,d,a
7.64,x,n,f,e,w,9.47,10.71,n,f,f,d,a
2.59,x,n,f,p,n,4.53,9.13,n,f,f,d,a
5.82,x,e,f,a,n,7.82,10.33,e,t,z,d,a
10.75,x,r,f,no_data,w,11.27,18.33,w,t,p,d,u
6.83,x,n,t,p,g,9.78,25.61,w,f,f,d,a
0.69,x,o,f,no_data,y,3.64,0.87,y,f,f,d,u
5.41,c,w,t,x,r,6.25,12.36,w,f,f,d,u
8.12,f,e,f,x,w,6.0,17.02,w,f,f,d,u
10.53,f,u,f,a,w,5.48,16.69,w,f,f,d,a
10.05,f,b,f,no_data,b,4.84,20.92,w,t,f,d,a
3.56,x,n,f,p,n,4.05,9.79,y,f,f,d,a
9.59,f,b,f,no_data,b,4.83,19.05,w,t,f,d,a
4.45,b,l,f,s,g,6.09,7.25,l,t,e,m,u
10.16,x,n,f,a,w,11.08,27.62,w,f,f,d,a
5.02,b,k,f,e,y,6.31,6.53,k,f,f,m,u
4.57,x,n,f,a,n,5.0,5.43,g,t,l,d,w
3.2,s,o,t,d,y,3.19,5.69,n,f,f,d,u
5.11,x,y,f,x,w,7.3,4.47,w,f,f,d,a
2.86,b,e,f,e,n,4.42,3.53,w,t,e,d,u
10.73,x,n,t,e,p,8.98,17.77,w,t,p,d,a
9.96,s,w,t,d,o,6.44,16.52,w,f,f,d,u
8.05,f,n,t,no_data,w,11.4,17.26,w,t,g,d,a
3.95,x,o,f,a,e,6.09,7.34,e,f,f,m,a
8.14,x,n,f,a,y,11.35,12.58,n,t,no_data,d,u
2.72,o,g,f,f,f,0.0,0.0,f,f,f,d,a
9.28,s,r,t,d,o,5.17,13.1,w,t,f,d,a
5.23,x,e,f,no_data,w,3.41,12.81,y,f,f,d,a
2.39,x,u,f,no_data,w,6.13,3.76,w,f,f,d,w
4.88,x,n,f,x,w,8.35,8.64,w,t,no_data,d,u
3.51,x,n,f,s,n,5.97,9.02,w,t,z,d,a
9.39,x,n,t,p,y,7.04,18.13,n,t,p,d,a
4.47,x,y,f,no_data,r,10.48,8.04,y,t,z,d,s
2.36,c,w,f,a,w,4.23,3.74,u,f,f,d,u
14.44,s,g,f,d,w,7.21,24.17,w,f,f,d,w
4.93,s,n,f,p,n,3.59,5.67,n,t,f,d,u
6.53,s,w,f,d,w,3.45,8.97,w,f,f,g,a
3.19,f,e,f,e,w,4.13,3.4,w,t,e,d,a
3.23,s,y,f,f,f,6.24,7.12,y,f,f,d,a
8.58,f,u,f,s,y,6.47,18.61,y,f,f,d,a
4.82,x,w,f,x,w,8.36,9.65,n,t,no_data,g,a
3.12,x,e,f,a,o,3.87,5.58,o,f,f,g,u
11.31,s,w,t,d,y,6.46,25.89,w,f,f,d,u
11.59,f,n,f,x,n,8.3,23.67,p,f,f,d,w
11.42,x,n,t,d,n,6.14,15.35,n,f,f,d,u
6.84,x,y,f,a,w,4.8,12.02,g,f,f,d,u
5.03,c,w,t,x,p,5.44,11.96,w,f,f,d,s
5.63,s,y,f,d,o,3.51,6.49,o,f,f,h,u
6.11,x,y,f,s,y,6.23,12.35,y,f,f,d,a
7.39,x,g,f,a,w,6.94,12.71,g,f,f,d,a
0.79,f,o,f,d,o,4.99,1.1,o,f,f,g,a
3.63,x,r,f,s,n,6.33,7.38,l,t,e,m,a
3.47,x,e,f,no_data,e,4.16,5.57,e,f,f,d,a
12.61,x,n,t,e,w,8.75,16.2,w,t,no_data,d,u
6.76,b,w,f,e,w,12.36,11.9,w,t,l,d,a
1.95,b,y,f,no_data,n,6.71,3.44,n,f,f,m,u
7.18,s,b,f,d,b,5.2,12.83,w,f,f,d,a
6.33,f,b,f,d,b,6.14,12.68,w,f,f,d,w
3.27,f,w,f,e,w,3.63,3.28,w,t,e,d,a
7.35,x,e,f,x,w,4.62,16.7,w,f,f,d,a
2.76,x,n,f,a,w,7.92,2.64,w,f,f,d,u
8.25,s,p,t,d,p,7.94,13.87,p,t,f,d,u
1.48,x,n,f,no_data,n,5.23,2.71,n,f,f,g,u
0.64,x,e,f,a,n,3.64,0.89,k,f,f,d,w
4.41,x,r,f,d,r,5.43,6.69,r,f,f,d,a
10.17,x,n,t,p,y,7.54,26.16,y,f,f,d,u
2.21,x,b,f,no_data,u,6.19,4.59,w,f,f,d,a
6.65,x,y,f,f,f,5.85,13.65,y,f,f,d,a
0.73,f,o,f,d,o,4.15,1.05,o,f,f,g,a
12.08,x,n,f,s,p,7.8,18.57,n,f,f,d,a
8.18,f,y,f,x,n,6.94,14.33,w,f,f,d,u
5.43,x,w,f,a,r,6.9,9.06,w,f,f,l,a
4.81,s,y,f,p,n,2.25,3.92,n,t,f,d,u
8.19,s,r,t,d,g,4.54,12.8,r,f,f,d,u
4.33,f,n,f,x,p,6.46,4.4,g,f,f,m,a
2.56,b,r,f,s,g,5.42,6.58,w,t,e,m,a
7.47,f,b,f,d,o,5.54,12.02,w,f,f,d,w
3.88,f,n,f,x,p,5.98,4.46,n,f,f,g,a
10.97,s,n,f,no_data,w,4.69,22.3,n,f,f,d,u
6.07,s,e,t,d,b,6.35,5.78,n,f,f,d,u
8.47,x,e,t,p,r,5.92,11.94,e,f,f,d,u
2.16,b,n,f,a,g,5.4,2.26,g,f,f,d,a
3.44,o,w,f,f,f,5.33,29.35,w,t,f,d,u
8.15,f,r,f,no_data,w,10.42,10.87,w,t,p,d,u
2.08,p,n,f,a,g,8.47,2.61,y,t,e,m,a
3.15,x,w,f,d,w,3.17,7.99,w,f,f,g,u
8.29,o,o,f,no_data,y,1.73,14.82,y,f,f,d,a
3.27,x,l,f,s,n,5.62,6.32,n,t,e,m,a
7.81,p,n,f,e,w,7.8,14.7,w,t,p,d,u
0.58,x,e,f,a,n,3.65,0.96,k,f,f,d,w
9.74,x,n,t,p,y,8.27,21.64,n,f,f,d,a
8.16,f,n,f,s,y,9.77,12.96,o,f,f,d,a
1.35,x,n,f,no_data,n,4.34,1.56,n,f,f,d,u
10.39,s,n,t,d,n,5.05,13.73,n,f,f,d,u
2.95,x,y,f,a,o,3.44,8.3,w,f,f,d,u
10.43,f,g,f,d,y,2.32,14.6,w,f,f,d,w
7.69,x,g,t,x,n,6.91,15.31,g,f,f,d,a
2.47,x,u,f,no_data,w,6.37,4.55,w,f,f,d,a
1.09,b,g,f,no_data,g,3.01,1.5,w,f,f,d,a
5.45,f,y,f,x,n,6.34,5.22,n,f,f,l,a
4.3,b,n,f,no_data,k,12.22,6.44,w,t,no_data,g,a
4.96,x,o,f,a,y,6.38,7.52,o,f,f,g,a
3.91,b,n,f,no_data,w,5.85,4.58,w,f,f,d,a
5.39,x,o,f,a,y,6.45,9.83,o,f,f,g,a
6.59,x,w,f,d,p,3.61,10.05,w,f,f,g,a
7.55,p,n,f,p,p,10.2,32.42,n,f,f,d,u
14.37,f,k,f,p,y,4.92,33.43,n,f,f,d,w
5.54,x,n,f,x,w,5.39,5.54,n,t,r,d,w
4.9,x,w,f,no_data,g,3.12,11.89,y,f,f,d,a
10.56,x,n,f,a,w,11.88,30.0,w,f,f,d,u
5.39,c,n,f,e,w,11.65,12.85,n,f,f,d,a
9.76,s,r,t,d,o,4.89,12.8,w,t,f,d,u
7.16,s,n,t,d,g,4.53,12.02,r,f,f,d,u
3.57,x,n,f,a,w,5.44,3.46,n,t,r,g,u
9.24,s,p,t,d,o,5.12,16.98,w,f,f,d,a
6.41,x,n,t,p,y,7.35,14.71,y,f,f,d,a
8.56,s,g,f,s,g,7.96,21.08,u,f,f,g,a
2.49,o,w,f,f,f,5.12,25.59,w,t,f,p,a
7.41,f,e,t,d,y,5.63,9.22,e,f,f,d,u
0.9,x,w,f,a,w,2.89,1.36,e,f,f,l,u
8.46,x,n,t,p,g,12.32,24.37,w,f,f,d,a
1.38,o,n,f,no_data,n,3.77,1.44,n,f,f,d,u
1.48,c,n,f,a,w,5.2,1.43,g,f,f,l,u
4.25,c,y,f,no_data,n,6.38,7.61,w,f,f,d,a
7.03,x,n,f,no_data,w,5.22,24.01,n,t,e,d,a
3.77,b,w,f,e,n,4.79,3.56,w,t,e,m,u
4.65,f,y,f,x,e,5.32,4.84,n,f,f,l,u
11.61,s,w,t,d,y,6.67,24.5,w,f,f,d,a
4.79,x,l,f,s,g,7.31,9.49,w,t,e,m,u
2.18,b,y,f,no_data,n,6.6,3.21,n,f,f,m,s
6.78,x,n,f,p,p,9.71,30.11,n,f,f,d,u
5.42,x,n,f,d,y,6.15,6.87,y,t,no_data,d,a
5.84,f,e,f,s,y,6.52,18.0,y,f,f,d,a
7.18,b,w,f,e,w,11.53,11.42,w,t,e,d,a
9.11,s,p,t,d,p,7.29,15.86,p,t,f,d,a
7.93,x,w,f,d,w,3.37,9.38,w,f,f,d,u
1.45,x,n,f,no_data,k,4.75,2.69,w,f,f,g,w
15.15,x,g,f,d,w,8.41,24.93,w,f,f,l,a
4.53,x,y,f,a,o,3.63,7.92,w,f,f,d,a
3.58,x,n,f,x,w,7.69,6.7,w,t,no_data,d,u
2.89,x,y,f,a,w,4.98,3.25,y,t,r,d,a
5.51,f,g,f,d,w,4.89,8.47,n,f,f,l,a
8.51,s,p,t,d,p,7.7,15.36,p,t,f,d,u
3.02,x,e,f,no_data,e,3.91,4.64,e,f,f,d,a
0.68,f,e,t,a,w,4.45,0.89,n,f,f,h,a
6.61,f,u,f,s,y,6.92,18.54,u,f,f,d,a
5.83,x,y,f,e,w,6.13,13.18,w,t,g,d,a
5.89,x,n,t,p,y,7.77,13.65,y,f,f,d,u
3.34,f,y,f,a,y,5.06,6.14,y,f,f,g,u
6.74,f,y,f,d,w,8.81,15.1,n,t,no_data,d,a
7.1,x,y,t,x,y,6.97,16.96,w,f,f,d,u
9.84,x,y,f,s,y,7.38,16.08,n,f,f,d,a
6.17,f,y,f,x,y,5.42,17.45,y,f,f,d,a
1.64,p,n,f,a,g,6.78,2.48,y,t,e,m,u
14.84,x,n,t,p,o,8.9,26.47,y,f,f,d,u
5.45,o,n,f,no_data,w,3.41,17.77,n,f,f,d,a
5.44,x,y,f,e,w,6.1,13.05,y,t,g,d,a
3.53,f,e,f,e,n,4.71,3.2,w,t,e,m,u
8.14,f,g,f,s,p,6.24,19.12,u,f,f,d,w
0.82,b,n,f,no_data,g,3.79,2.48,n,t,f,m,u
5.95,x,o,f,e,y,7.89,8.39,y,f,f,m,a
6.97,c,y,t,x,p,7.31,13.3,w,f,f,g,s
3.58,f,e,f,x,e,4.96,4.95,n,f,f,l,a
4.1,x,w,f,x,w,7.46,7.94,w,t,no_data,d,a
8.72,s,p,t,d,p,7.76,15.04,p,t,f,d,a
6.17,x,y,f,e,w,5.3,10.74,y,t,g,d,a
1.61,x,l,f,a,p,3.92,2.59,w,f,f,g,a
1.35,s,y,f,f,f,3.66,5.55,y,f,f,d,u
2.01,b,o,f,no_data,n,6.32,2.95,n,f,f,g,s
3.77,x,o,f,a,e,5.3,7.49,o,f,f,m,w
3.73,b,n,f,no_data,n,10.92,5.81,w,t,no_data,g,w
1.54,f,n,f,no_data,k,5.55,2.71,w,f,f,d,a
1.78,x,n,f,no_data,k,5.17,2.53,n,f,f,g,u
5.93,x,y,f,s,y,6.29,14.23,y,f,f,d,a
7.98,f,u,f,s,y,8.93,22.5,y,f,f,d,a
9.27,x,n,f,e,w,7.06,10.49,w,f,f,d,s
3.64,x,w,f,x,p,8.37,3.96,p,f,f,l,a
15.08,x,n,t,e,w,10.22,17.52,w,t,no_data,d,u
5.14,x,y,f,a,y,5.96,8.26,o,f,f,g,u
2.95,f,r,f,a,y,5.03,5.38,y,f,f,g,a
7.66,x,n,f,a,n,7.98,11.09,n,f,f,h,a
7.92,x,y,f,a,y,9.09,10.51,y,t,no_data,d,u
12.32,x,g,f,a,w,8.78,25.61,w,f,f,l,a
6.32,f,g,f,d,y,5.67,10.46,n,f,f,d,a
5.85,x,e,f,a,w,8.01,9.77,y,t,z,d,a
6.87,x,g,f,a,w,6.66,14.81,w,f,f,d,a
3.09,b,n,f,no_data,u,5.04,4.2,w,f,f,d,u
0.62,f,o,f,d,o,4.48,1.1,o,f,f,g,u
9.59,s,g,f,s,u,6.99,18.59,b,f,f,d,a
4.13,b,y,f,no_data,r,8.47,8.0,y,t,z,d,w
3.07,f,e,f,x,w,4.45,5.65,w,f,f,d,a
5.74,x,y,f,s,y,4.6,12.4,y,f,f,d,a
5.17,x,w,f,x,u,6.91,3.98,w,f,f,d,a
2.94,b,n,f,no_data,n,6.86,3.21,w,f,f,d,w
4.03,f,n,f,x,e,5.26,4.53,y,f,f,l,a
6.74,x,g,t,p,g,9.64,21.41,w,f,f,d,u
11.45,s,w,t,d,y,6.89,27.53,w,f,f,d,a
6.41,x,w,f,e,w,5.76,13.14,y,t,g,d,a
7.36,x,n,f,x,w,7.15,16.39,w,f,f,d,a
2.86,o,g,f,f,f,4.44,15.44,n,f,f,d,u
5.18,x,n,f,x,n,5.58,5.68,n,t,r,d,a
4.37,x,n,f,p,n,5.24,11.84,e,f,f,d,u
2.44,s,o,t,d,y,3.01,5.06,n,f,f,d,a
9.38,f,u,f,a,w,5.02,16.98,w,f,f,d,u
11.9,f,n,t,no_data,w,9.65,14.63,w,t,g,d,u
6.45,f,n,f,x,w,12.06,7.1,n,f,f,d,u
0.69,x,y,f,no_data,y,3.21,0.52,w,f,f,d,u
3.97,x,n,f,d,o,5.84,7.26,w,f,f,d,a
1.78,x,n,f,no_data,k,5.18,2.48,n,f,f,g,u
3.55,x,n,f,x,p,6.9,3.26,p,f,f,d,a
4.94,x,n,f,p,n,7.35,12.4,e,f,f,d,a
7.12,f,n,f,s,w,6.12,11.36,n,f,f,g,a
5.56,b,g,f,s,w,4.88,9.29,g,f,f,d,u
4.08,s,o,f,d,o,2.85,6.07,y,f,f,h,u
11.81,x,n,t,p,o,8.83,28.09,u,f,f,d,u
10.48,x,n,t,p,y,8.41,17.69,n,t,p,d,a
3.76,f,o,f,a,y,3.5,6.47,y,f,f,h,a
7.45,x,n,f,e,w,5.94,9.56,w,f,f,d,w
7.93,x,y,t,x,y,6.65,17.42,w,f,f,d,u
2.91,o,k,f,f,f,2.72,11.38,n,f,f,d,a
5.42,x,y,f,x,w,5.93,7.4,w,f,f,d,u
5.71,f,n,f,e,p,4.64,12.64,w,t,l,w,u
6.59,f,n,f,e,n,4.56,11.7,w,t,l,w,a
10.43,x,n,f,s,y,7.14,17.08,n,f,f,d,u
10.68,o,e,f,f,f,3.75,26.39,n,f,f,d,s
5.3,x,n,t,p,y,5.9,14.18,y,f,f,d,u
1.4,x,n,f,d,n,1.85,2.45,n,f,f,d,a
6.37,s,e,t,d,n,7.57,8.27,n,f,f,d,a
4.9,x,p,f,no_data,g,4.13,11.95,y,f,f,d,a
4.35,f,n,f,d,o,6.04,7.79,w,f,f,d,w
5.85,x,e,f,a,g,8.25,10.6,n,t,z,d,a
5.93,x,o,f,d,o,6.62,12.08,w,f,f,d,a
5.78,b,g,f,no_data,g,9.36,12.4,w,t,z,d,s
5.6,c,w,t,x,p,6.98,12.13,w,f,f,d,s
7.72,x,n,f,a,n,9.51,10.7,n,t,no_data,d,a
2.38,x,g,f,d,w,2.9,7.28,w,f,f,g,u
10.75,f,n,t,no_data,w,11.02,18.17,w,t,g,d,u
3.28,x,o,f,a,e,4.71,6.96,o,f,f,m,w
9.16,f,y,f,x,y,7.0,11.42,w,f,f,d,a
5.09,f,n,f,p,n,4.11,6.58,n,t,f,d,u
6.72,o,o,f,no_data,y,1.48,13.3,y,f,f,d,w
5.34,f,n,f,x,y,7.25,5.41,y,f,f,d,u
6.11,x,n,f,p,y,6.2,10.77,n,f,f,g,a
9.47,s,p,t,d,p,7.75,12.36,p,t,f,d,a
5.28,x,n,f,d,y,5.91,5.95,n,t,no_data,d,u
3.7,o,g,f,f,f,0.0,0.0,f,t,f,d,s
13.9,f,g,f,e,w,11.43,18.35,w,t,g,d,a
4.1,x,o,f,a,y,6.11,8.13,o,f,f,g,u
7.52,x,n,f,a,w,7.62,22.87,w,f,f,d,u
6.52,x,g,f,a,n,6.27,5.01,w,t,l,d,u
10.8,s,w,t,d,y,6.73,27.52,w,f,f,d,u
6.86,x,e,t,d,n,8.69,9.82,e,f,f,d,a
4.75,x,n,f,a,n,5.37,5.22,g,t,l,d,a
3.62,x,b,f,x,w,3.87,6.02,w,f,f,d,a
2.65,b,n,f,no_data,k,6.56,3.16,w,f,f,d,u
12.31,x,n,f,a,w,11.19,31.94,w,f,f,d,a
6.16,s,n,f,d,w,4.86,8.34,w,f,f,l,a
9.0,x,n,f,e,p,5.72,9.75,n,f,f,d,w
4.53,x,r,f,a,r,5.22,7.11,l,f,f,d,u
2.59,x,u,f,no_data,w,5.98,4.74,w,f,f,d,w
9.67,s,w,f,d,p,3.72,9.84,w,f,f,g,u
12.12,p,w,t,e,n,7.74,16.28,w,t,l,m,a
6.94,x,n,f,a,n,9.4,15.51,n,f,f,h,a
5.85,s,n,f,d,w,4.71,8.13,w,f,f,h,a
7.18,s,n,f,d,w,5.21,8.57,w,f,f,l,a
8.89,x,u,f,a,w,4.51,14.58,w,f,f,d,u
10.82,s,r,t,d,n,3.75,11.23,n,f,f,d,a
8.7,o,n,f,no_data,w,4.74,23.61,n,f,f,d,u
6.97,f,r,f,x,n,5.81,9.35,w,f,f,d,u
14.76,x,g,f,s,y,8.01,18.76,n,f,f,d,a
3.64,f,n,f,no_data,n,5.58,6.44,w,f,f,d,u
12.24,s,g,f,d,w,8.41,24.17,w,f,f,d,a
13.59,x,n,f,e,w,11.45,18.2,w,t,e,d,u
6.94,x,w,f,d,p,3.51,8.8,w,f,f,d,a
3.7,s,n,t,d,p,4.79,6.23,n,f,f,d,a
3.59,f,n,f,x,p,8.25,4.39,n,f,f,d,a
4.2,b,n,f,no_data,k,12.03,7.06,w,t,no_data,g,u
1.59,x,n,f,no_data,n,4.84,2.25,n,f,f,g,a
4.56,x,g,f,s,w,4.42,6.46,w,f,f,d,u
12.84,x,g,f,e,w,11.02,13.64,w,t,g,d,u
5.95,f,n,f,s,w,5.89,9.52,n,f,f,l,a
9.49,s,p,t,d,p,7.74,15.1,p,t,f,d,a
8.16,x,e,f,x,w,6.72,17.12,w,f,f,d,u
2.55,b,g,f,a,k,7.35,2.41,g,f,f,g,u
13.52,p,w,t,e,n,10.31,18.06,w,t,l,m,u
10.29,x,n,t,p,y,8.02,19.2,n,t,p,d,u
11.07,x,n,t,p,e,7.88,24.16,e,f,f,d,u
4.51,x,n,f,a,n,4.74,6.45,n,t,z,d,w
2.01,p,n,f,a,n,6.48,2.28,y,t,e,m,u
7.76,x,y,f,x,y,5.5,15.19,y,f,f,d,a
0.77,x,e,f,a,p,4.13,1.02,k,f,f,d,a
6.07,x,n,f,a,n,5.87,5.01,g,t,l,d,a
10.78,f,n,t,no_data,w,10.19,19.87,w,t,g,d,a
0.69,x,n,f,a,p,4.14,1.0,k,f,f,d,a
2.96,x,n,f,s,n,5.36,8.34,w,t,z,d,u
6.19,x,n,f,a,n,8.36,7.86,n,t,z,d,a
9.52,o,e,f,f,f,3.99,25.87,n,f,f,d,s
7.8,x,n,f,x,w,10.0,11.32,w,f,f,d,a
4.99,x,y,t,x,y,6.77,11.24,w,f,f,d,a
5.97,x,e,f,x,w,10.85,6.86,n,f,f,d,u
4.88,x,o,f,a,y,6.48,5.14,n,f,f,d,w
3.65,x,n,f,s,p,5.66,9.59,w,t,z,d,u
7.64,s,e,t,d,y,6.31,9.79,e,f,f,d,a
3.18,b,g,f,a,k,8.96,2.64,n,f,f,g,u
4.8,f,g,f,s,g,4.72,8.52,w,f,f,d,u
2.25,b,n,f,no_data,n,6.53,3.27,n,f,f,m,s
3.3,b,n,f,no_data,n,6.77,2.89,w,f,f,d,s
6.21,s,n,t,d,g,4.29,11.12,r,f,f,d,u
1.6,b,n,f,a,n,4.93,1.43,n,f,f,h,s
1.4,f,y,f,no_data,n,7.28,2.56,y,f,f,g,u
4.2,o,w,f,f,f,4.98,25.22,w,t,f,p,u
